1.52588e-05,1.52588e-05,1.52588e-05,7.62939e-05,9920.03,9939.04,0.000156979,0.000340084,0.306757,0.30691,6127.92,6127.92,0.00175476,0.00257874,21051.1,21051.1,0.00662471,0.00964595,0.011551,0.0144501,0.0213283,0.0252346,46.9272,46.9314,0.342208,0.347259,0.044941,0.0477791,0.0502625,0.0531769,0.0566407,0.0550843,0.0554674,0.0525835,0.0491333,0.0482025,0.382116,0.37908,0.0330661,0.029404,8.6728,8.66821,0.016087,0.0127911,0.0266324,0.0241605,0.00503375,0.00443866,0.00306702,0.00236511,0.008383,0.00774213,3915.37,3915.37,0.000561027,0.00039318,0.000135542,0.000105024,0.00387331,0.00387331,1.0
0.0065918,0.00366211,0.00308228,0.00317383,0.00341797,0.00311279,0.00326538,0.0032959,0.00305176,0.00354004,0.00360107,0.00308228,0.00289917,0.00268555,0.00320435,0.00305176,0.0027771,0.00299072,0.00335693,0.00314331,0.00390625,0.00384521,0.00259399,0.00308228,0.00317383,0.00372314,0.00332642,0.00268555,0.00299072,0.00332642,0.00314331,0.00341797,0.00311279,0.00360107,0.00286865,0.0032959,0.00344849,0.00317383,0.00341797,0.00344849,0.00299072,0.00354004,0.00299072,0.00283813,0.00323486,0.00283813,0.00296021,0.0032959,0.00360107,0.00372314,0.00253296,0.0032959,0.00375366,0.00387573,0.00332642,0.00323486,0.00335693,0.00326538,0.00332642,0.058075,1.0
0.0169067,0.0155029,0.0168457,0.0167236,0.0185547,0.0153809,0.0161133,0.0167236,0.0140381,0.0166626,0.015564,0.0167847,0.0142212,0.0164185,0.0170898,0.0184326,0.0172119,0.019165,0.0158691,0.0143433,0.0172119,0.0169678,0.0166626,0.0167236,0.0178833,0.0171509,0.0150146,0.0153198,0.0149536,0.0153809,0.0163574,0.017395,0.0175171,0.0170898,0.017395,0.0160522,0.017334,0.017334,0.0158081,0.0162964,0.0184326,0.0167236,0.0161133,0.0172119,0.0169067,0.0185547,0.0164185,0.0161133,0.0161743,0.0175781,0.0160522,0.0169678,0.0164795,0.0177002,0.0172119,0.0158691,0.0177612,0.0178833,0.0168457,0.0166016,1.0
0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166664,0.0166817,7.62939e-06
0.0166245,0.0163498,0.0164642,0.0168686,0.0160904,0.0170746,0.0168304,0.0164108,0.0169144,0.0167007,0.0166931,0.0163345,0.0168304,0.01651,0.0166245,0.0166245,0.0166931,0.0161972,0.0168076,0.0162811,0.015976,0.0165253,0.0173111,0.0166473,0.0171509,0.0167007,0.0169296,0.0165787,0.0170059,0.0159531,0.0167923,0.0163803,0.0172577,0.0169296,0.0163498,0.0167236,0.0166779,0.016983,0.0166168,0.0168686,0.0169296,0.0169373,0.016037,0.0169373,0.0161514,0.016861,0.0171509,0.0162811,0.0166397,0.0167923,0.0169907,0.0165329,0.0164337,0.0165787,0.0164871,0.0176773,0.0168228,0.0164871,0.0163116,0.0166779,1.0
3.8147e-05,4.57764e-05,5.34058e-05,0.000106812,0.000144958,0.000343323,0.000465393,0.000671387,0.00108337,0.00143433,0.00241089,0.00308228,0.00432587,0.00561523,0.00812531,0.0101395,0.0126266,0.0167465,0.0200729,0.0248947,0.0290375,0.0330658,0.0376663,0.0426788,0.0460587,0.0494995,0.0529099,0.0547714,0.0560455,0.055191,0.053688,0.0499878,0.0488205,0.0449066,0.0409012,0.0361176,0.0312195,0.0266266,0.0220184,0.0184479,0.0145721,0.0111389,0.00859833,0.00683594,0.00527191,0.00350189,0.00259399,0.0018158,0.00118256,0.00087738,0.000534058,0.000389099,0.000259399,0.0001297,9.91821e-05,3.8147e-05,3.05176e-05,2.28882e-05,7.62939e-06,1.52588e-05,1.0
0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0169067,1.52588e-05
0.0166473,0.0162201,0.0166931,0.015686,0.0166473,0.0168304,0.0159149,0.0175781,0.0167542,0.0171661,0.0171356,0.0171204,0.0170746,0.0160217,0.0171356,0.0161133,0.0161591,0.0168915,0.0161591,0.0165863,0.0162659,0.0164948,0.0175018,0.0170593,0.0178223,0.0168915,0.0166779,0.0167084,0.0166626,0.0177765,0.0163269,0.016449,0.0162201,0.0172119,0.0164948,0.0167999,0.0166626,0.0169373,0.0167389,0.0157471,0.0167389,0.0164642,0.0174713,0.0175171,0.0158997,0.0164185,0.0158844,0.0167084,0.0162506,0.01651,0.0171967,0.0167694,0.0168152,0.0161285,0.0161896,0.0162354,0.0163879,0.0162659,0.0166016,0.0175629,1.0
0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0166626,0.0169067,6.10352e-05
0.508305,0.00422287,0.00425339,0.00414276,0.00390244,0.00419998,0.00410461,0.0041008,0.0043335,0.00423431,0.00437164,0.00426483,0.00417709,0.00415421,0.00386047,0.00415802,0.0041275,0.00425339,0.00417328,0.00434875,0.00439072,0.00429916,0.0041275,0.00404358,0.00416946,0.00446701,0.00414276,0.00415802,0.00411224,0.00419617,0.00424194,0.00417328,0.00444031,0.0041275,0.00398636,0.00410461,0.00407028,0.00405121,0.00402451,0.00416946,0.00419617,0.00405502,0.00421906,0.00416946,0.00443268,0.00419235,0.00406265,0.00418472,0.00419617,0.00416183,0.00436783,0.00416565,0.00407028,0.00399399,0.00414276,0.00430679,0.00404739,0.00426483,0.00415421,0.00406647,1.0
